"X","state","county","cattle.farms","cattle.count","hog.farm","hog.count","layer.farm","layer.count","broiler.farm","broiler.count","sheep.farm","sheep.count"
407,"georgia","dade",80,2885,3,30,26,102465,10,9009659,7,118
408,"georgia","dawson",71,3946,7,35,17,-47,28,23567220,8,56
409,"georgia","decatur",83,17555,8,249,6,70,5,3534706,2,-47
410,"georgia","dekalb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
411,"georgia","dodge",126,6905,8,128,68,1547,3,-47,7,229
412,"georgia","dooly",44,2867,1,-47,3,71,8,3222400,1,-47
413,"georgia","dougherty",26,2386,6,64,2,-47,1,-47,4,66
414,"georgia","douglas",27,2467,2,-47,12,545,1,-47,NA,NA
415,"georgia","early",102,13654,3,-47,10,-47,2,-47,NA,NA
416,"georgia","echols",38,8062,7,86,8,121798,NA,NA,NA,NA
417,"georgia","effingham",52,1230,18,113,53,2104,6,4300,5,145
418,"georgia","elbert",203,9269,16,59,73,568939,53,29194270,11,387
419,"georgia","emanuel",104,3735,9,64,34,1132,6,2920,3,141
420,"georgia","evans",31,3925,NA,NA,8,102,13,3955004,1,-47
421,"georgia","fannin",69,1537,12,36,25,-47,2,-47,3,46
422,"georgia","fayette",23,743,7,100,37,461,4,80,7,46
423,"georgia","floyd",201,9447,14,89,64,1010,13,11155392,23,551
424,"georgia","forsyth",114,2996,11,66,42,51258,13,5076510,8,84
425,"georgia","franklin",374,19584,9,143,90,1042437,115,79725917,23,1153
426,"georgia","fulton",36,886,3,7,50,1379,1,-47,11,154
427,"georgia","gilmer",109,5027,10,51,48,324737,68,48173357,16,163
428,"georgia","glascock",26,1892,2,-47,9,497,NA,NA,NA,NA
429,"georgia","glynn",9,232,8,40,29,1650,NA,NA,NA,NA
430,"georgia","gordon",305,17140,19,912,78,116459,67,62908367,22,321
431,"georgia","grady",131,22187,7,91,22,455,21,13095070,14,172
432,"georgia","greene",95,5577,8,64,16,-47,9,11108133,11,469
433,"georgia","gwinnett",34,801,NA,NA,18,452,NA,NA,4,57
434,"georgia","habersham",170,9320,11,124,47,457841,35,17531245,21,215
435,"georgia","hall",267,13094,20,247,80,2097101,38,20792620,23,282
436,"georgia","hancock",59,3132,5,73,12,413,NA,NA,1,-47
437,"georgia","haralson",122,4798,12,50,58,-47,21,15628012,3,-47
438,"georgia","harris",87,3012,3,60,33,924,1,-47,1,-47
439,"georgia","hart",246,13200,18,-47,95,1422028,87,53837031,13,170
440,"georgia","heard",89,5615,5,10,20,424,18,12325550,7,91
441,"georgia","henry",72,1986,2,-47,40,635,NA,NA,3,8
442,"georgia","houston",76,5971,19,172,42,8386,5,-47,2,-47
443,"georgia","irwin",73,6612,1,-47,10,266,4,2172000,1,-47
444,"georgia","jackson",300,18063,14,109,64,-47,68,45702416,12,537
445,"georgia","jasper",126,8951,15,124,55,4890427,4,-47,7,34
446,"georgia","jeffdavis",49,4368,4,33,23,140460,6,3877395,NA,NA
447,"georgia","jefferson",124,12360,3,-47,22,454,4,4600,2,-47
448,"georgia","jenkins",57,5179,2,-47,21,300,6,60,1,-47
449,"georgia","johnson",75,4515,5,12,28,1004,1,-47,9,397
450,"georgia","jones",65,2808,4,14,19,1533,7,3249500,15,283
451,"georgia","lamar",83,4242,6,20,37,1847,13,9688512,5,47
452,"georgia","lanier",13,418,13,29,18,692,NA,NA,NA,NA
453,"georgia","laurens",192,9398,15,509,97,78347,2,-47,7,275
454,"georgia","lee",32,9825,3,23,10,255,NA,NA,5,280
455,"georgia","liberty",29,553,2,-47,16,272,NA,NA,2,-47
456,"georgia","lincoln",58,5314,1,-47,20,293,1,-47,7,243
457,"georgia","long",30,1242,NA,NA,12,485,3,1900000,NA,NA
458,"georgia","lowndes",83,2282,6,33,41,1168,1,-47,13,741
459,"georgia","lumpkin",97,6054,1,-47,45,121794,30,13428590,NA,NA
460,"georgia","mcduffie",117,8710,12,42,48,1998,NA,NA,4,66
461,"georgia","mcintosh",6,NA,2,-47,11,291,NA,NA,NA,NA
462,"georgia","macon",45,29551,2,-47,19,549,41,34736213,5,306
463,"georgia","madison",339,20457,18,224,95,378069,88,67578186,31,1219
464,"georgia","marion",61,3375,6,33,25,8693,2,-47,6,95
465,"georgia","meriwether",141,6904,8,76,52,977,2,-47,18,515
466,"georgia","miller",81,13218,1,-47,6,225,2,-47,1,-47
467,"georgia","mitchell",82,23907,12,79,18,-47,39,22290910,4,236
468,"georgia","monroe",78,6710,2,-47,30,837,20,12489408,12,1026
469,"georgia","montgomery",42,2308,5,131,19,-47,4,53,2,-47
470,"georgia","morgan",239,19419,11,141,53,-47,19,11595481,11,147
471,"georgia","murray",139,9369,14,97,22,180245,46,35533434,8,119
472,"georgia","muscogee",1,NA,2,-47,2,-47,NA,NA,NA,NA
473,"georgia","newton",107,5708,19,129,48,1588,7,910,14,243
474,"georgia","oconee",112,9550,12,50,35,1339,7,4296961,26,1336
475,"georgia","oglethorpe",189,13876,13,-47,41,89573,73,71662009,19,287
476,"georgia","paulding",65,1499,13,87,64,7556,1,-47,17,299
477,"georgia","peach",41,1249,7,63,39,808,1,-47,1,-47
478,"georgia","pickens",94,3931,7,25,41,787,13,8376458,2,-47
479,"georgia","pierce",60,2130,7,64,34,674,2,-47,3,-47
480,"georgia","pike",127,3919,6,145,41,1947,3,-47,8,67
481,"georgia","polk",147,6362,13,77,65,1620,17,7958660,13,543
482,"georgia","pulaski",32,765,NA,NA,6,43,5,4345800,2,-47
483,"georgia","putnam",99,18763,3,8,27,404,1,-47,3,95
484,"georgia","quitman",13,1596,1,-47,5,127,1,-47,NA,NA
485,"georgia","rabun",35,1121,9,43,8,88,5,1184000,8,81
486,"georgia","randolph",31,6451,1,-47,NA,NA,NA,NA,1,-47
487,"georgia","richmond",33,420,2,-47,25,946,1,-47,8,109
488,"georgia","rockdale",15,1514,NA,NA,12,348,2,-47,10,1010
489,"georgia","schley",40,1658,2,-47,8,181,2,-47,3,176
490,"georgia","screven",77,7984,11,115,27,301,NA,NA,8,38
491,"georgia","seminole",42,3630,2,-47,4,628,NA,NA,2,-47
492,"georgia","spalding",60,1823,7,10,18,697,3,-47,10,152
493,"georgia","stephens",89,3433,2,-47,31,75187,17,12427500,10,188
494,"georgia","stewart",22,1070,NA,NA,6,73,NA,NA,3,75
495,"georgia","sumter",75,17060,3,48,19,-47,7,8121154,6,36
496,"georgia","talbot",34,1272,2,-47,NA,NA,NA,NA,1,-47
497,"georgia","taliaferro",28,2085,2,-47,3,48,11,13597508,3,269
498,"georgia","tattnall",101,11043,4,-47,17,155780,103,60250239,4,80
499,"georgia","taylor",66,4906,4,9,23,671,11,6871606,7,175
500,"georgia","telfair",55,3476,3,-47,13,246,NA,NA,2,-47
501,"georgia","terrell",23,1614,NA,NA,9,188,NA,NA,2,-47
502,"georgia","thomas",73,14605,8,161,28,-47,4,3255000,NA,NA
503,"georgia","tift",87,6188,1,-47,15,264,NA,NA,7,134
504,"georgia","toombs",59,7259,7,76,29,115486,12,7389240,3,18
505,"georgia","towns",52,1141,2,-47,15,190,2,-47,2,-47
506,"georgia","treutlen",37,1382,8,56,30,779,1,-47,NA,NA
507,"georgia","troup",124,5550,17,63,42,1084,3,24,12,506
508,"georgia","turner",53,5491,3,20,5,79,1,-47,1,-47
509,"georgia","twiggs",27,2430,4,13,11,216,1,-47,6,167
510,"georgia","union",91,6032,3,22,54,1161,4,28,8,178
511,"georgia","upson",97,4870,3,18,23,727,13,9177295,4,63
512,"georgia","walker",258,15249,28,329,112,373943,28,28677516,20,740
513,"georgia","walton",154,11780,9,209,51,1790,16,4194000,16,357
514,"georgia","ware",68,1649,12,45,25,427,6,1288055,3,18
515,"georgia","warren",40,2736,3,-47,6,283,NA,NA,7,20
516,"georgia","washington",107,6138,9,42,31,555,1,-47,2,-47
517,"georgia","wayne",97,4474,17,114,51,264015,6,-47,10,161
518,"georgia","webster",13,5801,NA,NA,1,-47,NA,NA,NA,NA
519,"georgia","wheeler",38,1448,3,90,5,305,NA,NA,3,54
520,"georgia","white",108,6203,9,54,32,144460,47,15545495,20,408
521,"georgia","whitfield",158,7011,4,31,51,193611,25,11976108,12,330
522,"georgia","wilcox",61,8807,6,26,11,851,8,10880000,2,-47
523,"georgia","wilkes",129,11740,3,6,37,979,18,21381917,8,148
524,"georgia","wilkinson",47,1298,4,39,19,714,9,-47,3,18
525,"georgia","worth",102,6944,6,17,26,120719,4,2452372,4,157
527,"idaho","ada",412,58038,30,-47,258,4662,4,305,74,956
528,"idaho","adams",96,15491,2,-47,18,341,NA,NA,10,477
529,"idaho","bannock",381,17136,32,372,206,3448,7,139,31,714
530,"idaho","bearlake",163,18118,4,8,38,646,1,-47,14,-47
531,"idaho","benewah",68,1004,2,-47,39,962,3,66,8,114
532,"idaho","bingham",510,74940,19,572,140,3548,12,434,48,19568
533,"idaho","blaine",61,11572,2,-47,21,501,NA,NA,15,4356
534,"idaho","boise",60,3212,NA,NA,23,497,NA,NA,5,34
535,"idaho","bonner",226,3797,53,344,250,5589,7,1505,72,1059
536,"idaho","bonneville",272,74787,32,303,139,1965,NA,NA,72,1399
537,"idaho","boundary",120,4599,6,63,48,1064,5,214,6,287
538,"idaho","butte",64,7525,2,-47,10,92,NA,NA,11,242
539,"idaho","camas",25,5333,4,32,10,227,NA,NA,3,-47
540,"idaho","canyon",1064,139467,81,1206,496,31361,42,4198,187,15767
541,"idaho","caribou",158,23951,4,49,46,867,4,96,10,825
542,"idaho","cassia",265,264897,8,-47,32,-47,2,-47,16,10144
543,"idaho","clark",36,11884,1,-47,1,-47,NA,NA,2,-47
544,"idaho","clearwater",78,3102,6,20,32,629,NA,NA,15,228
545,"idaho","custer",99,22433,14,696,22,568,1,-47,5,719
546,"idaho","elmore",137,180088,6,29,61,1583,3,-47,20,455
547,"idaho","franklin",277,35274,21,165,94,-47,3,72,11,-47
548,"idaho","fremont",161,17675,6,79,41,938,1,-47,13,-47
549,"idaho","gem",330,16043,23,102,163,2622,5,116,61,4359
550,"idaho","gooding",273,346237,8,24,45,556,2,-47,16,-47
551,"idaho","idaho",309,25989,13,730,73,1233,NA,NA,13,485
552,"idaho","jefferson",282,74255,18,139,95,1638,6,325,38,18901
553,"idaho","jerome",209,269031,11,115,39,-47,4,260,16,312
554,"idaho","kootenai",252,3692,44,268,259,4617,8,142,59,866
555,"idaho","latah",153,4012,15,-47,97,1777,4,998,68,1121
556,"idaho","lemhi",149,25991,3,12,55,988,4,750,31,674
557,"idaho","lewis",61,4502,4,33,16,211,NA,NA,2,-47
558,"idaho","lincoln",110,64302,3,40,23,526,NA,NA,23,442
559,"idaho","madison",101,8125,5,-47,23,352,NA,NA,10,57
560,"idaho","minidoka",191,54709,12,83,45,667,NA,NA,28,67141
561,"idaho","nezperce",124,9115,6,586,58,949,NA,NA,12,457
562,"idaho","oneida",170,23256,4,34,48,1029,NA,NA,11,246
563,"idaho","owyhee",257,190536,6,71,54,740,NA,NA,27,11347
564,"idaho","payette",252,74969,7,13,82,1608,7,308,40,1060
565,"idaho","power",76,31014,NA,NA,15,160,NA,NA,1,-47
566,"idaho","shoshone",16,161,8,14,20,318,6,120,NA,NA
567,"idaho","teton",76,6471,4,158,30,1493,1,-47,12,175
568,"idaho","twinfalls",562,253687,28,823,162,-47,4,304,58,6717
569,"idaho","valley",56,8486,NA,NA,18,430,7,201,8,73
570,"idaho","washington",214,29081,5,26,69,1160,2,-47,26,5988
572,"illinois","adams",393,31426,36,181715,47,4074,1,-47,22,1142
573,"illinois","alexander",39,1156,1,-47,5,175,1,-47,NA,NA
574,"illinois","bond",126,7752,17,2720,37,1143,6,150,26,693
575,"illinois","boone",64,4824,19,25729,56,1803,15,884,21,530
576,"illinois","brown",92,5288,10,33833,22,1547,7,320,10,644
577,"illinois","bureau",133,7520,21,69875,58,128277,9,256,11,224
578,"illinois","calhoun",108,4785,5,-47,11,261,NA,NA,5,110
579,"illinois","carroll",156,22052,15,72327,37,947,8,325,11,175
580,"illinois","cass",66,2826,10,70722,1,-47,NA,NA,5,72
581,"illinois","champaign",75,5423,22,11760,72,6748,5,1090,35,1398
582,"illinois","christian",110,3809,20,60868,35,1907,3,36,23,525
583,"illinois","clark",98,2458,32,79930,33,455,1,-47,7,508
584,"illinois","clay",97,4313,25,97699,32,529,6,300,9,168
585,"illinois","clinton",223,44891,24,53013,48,-47,4,5422,35,1861
586,"illinois","coles",68,2209,9,16756,24,434,6,210,13,122
587,"illinois","cook",22,NA,5,23,22,891,3,150,10,110
588,"illinois","crawford",63,2031,4,-47,35,634,NA,NA,14,667
589,"illinois","cumberland",89,7800,14,89661,23,301,NA,NA,7,129
590,"illinois","dekalb",91,13480,34,291168,70,1516,19,1568,16,880
591,"illinois","dewitt",54,3265,7,85,26,922,3,150,8,59
592,"illinois","douglas",67,1994,10,412,44,2098,7,102600,6,111
593,"illinois","dupage",8,16,9,11,22,475,6,600,15,69
594,"illinois","edgar",99,5842,16,-47,25,2781,3,4998,16,251
595,"illinois","edwards",55,2755,6,24276,15,334,NA,NA,5,47
596,"illinois","effingham",293,27223,45,147969,71,1166,7,635,44,1624
597,"illinois","fayette",254,13867,15,22959,54,7178,NA,NA,25,1467
598,"illinois","ford",47,4742,18,51297,21,1787,1,-47,3,-47
599,"illinois","franklin",136,6964,17,20929,36,835,NA,NA,3,56
600,"illinois","fulton",279,22030,21,70815,65,2835,5,140,25,905
601,"illinois","gallatin",40,2472,2,-47,2,-47,NA,NA,1,-47
602,"illinois","greene",147,9152,11,-47,24,547,5,400,5,89
603,"illinois","grundy",41,966,18,2717,34,1035,6,1491,9,309
604,"illinois","hamilton",88,2810,4,35,19,876,NA,NA,16,212
605,"illinois","hancock",241,20698,24,183617,44,960,7,153,9,223
606,"illinois","hardin",55,2176,2,-47,9,890,NA,NA,2,-47
607,"illinois","henderson",142,14122,14,27056,16,341,2,-47,6,503
608,"illinois","henry",204,15392,22,63284,77,1990,6,400,48,2113
609,"illinois","iroquois",150,14276,25,97352,82,-47,19,6452,25,609
610,"illinois","jackson",214,9455,19,2993,72,106897,3,60,30,1418
611,"illinois","jasper",132,10910,27,157196,25,389,NA,NA,5,133
612,"illinois","jefferson",265,12125,19,13771,52,39112,NA,NA,8,234
613,"illinois","jersey",95,5722,2,-47,20,432,1,-47,13,903
614,"illinois","jodaviess",364,51203,16,-47,61,1094,8,211,23,1094
615,"illinois","johnson",209,11801,9,49,50,1307,1,-47,16,227
616,"illinois","kane",66,11478,12,-47,54,14839,3,21372,15,353
617,"illinois","kankakee",77,1740,31,-47,68,-47,17,1716,9,359
618,"illinois","kendall",29,1465,6,56,35,793,4,105,4,-47
619,"illinois","knox",232,24407,32,102199,55,1335,2,-47,9,262
620,"illinois","lake",5,NA,5,10,45,1389,2,-47,13,150
621,"illinois","lasalle",202,11961,21,-47,94,3222,16,5155,31,1491
622,"illinois","lawrence",46,752,26,63091,23,615,8,466,11,108
623,"illinois","lee",134,5849,15,27512,43,82125,2,-47,8,533
624,"illinois","livingston",137,10647,47,193557,57,3035,3,-47,12,652
625,"illinois","logan",82,2307,23,71002,24,444,NA,NA,20,529
626,"illinois","mcdonough",137,10196,29,89282,23,-47,1,-47,28,1464
627,"illinois","mchenry",143,10285,47,14918,211,8311,42,7645,46,539
628,"illinois","mclean",162,16277,29,141996,84,2894,6,4500,37,1006
629,"illinois","macon",63,3036,8,-47,23,688,7,535,9,88
630,"illinois","macoupin",252,24562,16,91797,81,2357,6,1380,27,439
631,"illinois","madison",218,8160,7,-47,81,2219,3,-47,30,668
632,"illinois","marion",208,8306,7,31,45,-47,2,-47,19,667
633,"illinois","marshall",82,3450,3,151,32,700,2,-47,10,176
634,"illinois","mason",70,4964,15,-47,16,321,NA,NA,3,-47
635,"illinois","massac",87,7243,6,34,20,176,NA,NA,7,312
636,"illinois","menard",66,2951,6,2819,18,366,6,690,14,545
637,"illinois","mercer",131,6209,31,323916,24,541,2,-47,22,1292
638,"illinois","monroe",134,6271,11,10151,39,1445,6,180,20,270
639,"illinois","montgomery",141,7189,20,161718,51,653,3,140,20,477
640,"illinois","morgan",132,7208,7,21489,16,3277,4,3905,5,329
641,"illinois","moultrie",76,5107,14,4484,64,1464,14,257908,25,614
642,"illinois","ogle",211,33826,41,107055,68,-47,9,440,22,454
643,"illinois","peoria",164,8874,14,12323,78,2324,15,2079,28,554
644,"illinois","perry",116,6040,12,350,19,518,NA,NA,2,-47
645,"illinois","piatt",25,734,6,30,33,956,4,184,11,258
646,"illinois","pike",226,11718,27,283635,37,639,NA,NA,25,456
647,"illinois","pope",99,7026,1,-47,26,693,1,-47,5,134
648,"illinois","pulaski",29,4171,NA,NA,5,-47,NA,NA,1,-47
649,"illinois","putnam",11,NA,2,-47,8,356,1,-47,2,-47
650,"illinois","randolph",217,13893,13,-47,64,1056,1,-47,9,619
651,"illinois","richland",90,5572,19,42301,27,1031,NA,NA,7,212
652,"illinois","rockisland",110,6764,8,35961,51,1210,7,310,30,1053
653,"illinois","stclair",115,10663,12,-47,80,4235,12,10600,32,596
654,"illinois","saline",113,7411,14,41048,30,63989,1,-47,3,28
655,"illinois","sangamon",121,6101,21,33885,37,1403,5,780,21,502
656,"illinois","schuyler",119,11027,11,52618,6,316,4,-47,7,111
657,"illinois","scott",67,2721,9,13515,11,233,NA,NA,5,140
658,"illinois","shelby",232,19194,31,37948,43,1050,NA,NA,15,501
659,"illinois","stark",55,3338,10,17349,27,647,3,3675,3,21
660,"illinois","stephenson",325,40482,34,115097,98,-47,16,1381,37,1365
661,"illinois","tazewell",125,7096,20,51691,66,4189,12,2471,24,1014
662,"illinois","union",161,8382,11,329,35,1214,NA,NA,7,41
663,"illinois","vermilion",131,4523,12,9115,44,973,11,17400,13,238
664,"illinois","wabash",15,1279,NA,NA,9,217,NA,NA,1,-47
665,"illinois","warren",154,16219,26,49041,59,1530,17,852,18,712
666,"illinois","washington",148,15156,17,133408,28,803,NA,NA,16,620
667,"illinois","wayne",186,9346,26,92239,58,-47,3,50,15,611
668,"illinois","white",58,1795,2,-47,27,433,7,168,14,352
669,"illinois","whiteside",173,20292,29,83395,56,125022,16,1063,18,469
670,"illinois","will",52,1117,17,15639,144,7729,19,-47,47,460
671,"illinois","williamson",159,10399,1,-47,65,-47,NA,NA,16,721
672,"illinois","winnebago",124,10269,23,-47,106,3134,15,1476,34,470
673,"illinois","woodford",182,6845,34,183119,91,3502,24,7824,24,673
675,"indiana","adams",370,24950,121,174820,240,-47,12,993,108,3278
676,"indiana","allen",225,16490,42,41592,172,63498,20,-47,31,480
677,"indiana","bartholomew",107,2375,25,57105,41,1029,4,-47,22,693
678,"indiana","benton",39,15694,6,-47,14,225,NA,NA,14,624
679,"indiana","blackford",48,1641,6,27020,21,437,NA,NA,12,343
680,"indiana","boone",81,2144,12,18077,36,1044,1,-47,29,1023
681,"indiana","brown",47,714,6,18,50,1674,3,450,5,54
682,"indiana","carroll",115,12355,56,266861,48,36905,6,868,17,519
683,"indiana","cass",146,12117,22,46400,51,944,1,-47,15,741
684,"indiana","clark",156,5976,15,34,76,1863,16,-47,11,190
685,"indiana","clay",117,2490,14,329,58,1142,3,45,13,174
686,"indiana","clinton",74,1595,30,105594,31,-47,4,-47,26,764
687,"indiana","crawford",159,4342,15,16245,35,758,NA,NA,8,459
688,"indiana","daviess",250,7532,29,28021,206,3823,8,-47,98,2189
689,"indiana","dearborn",208,4223,5,-47,57,769,8,314,15,624
690,"indiana","decatur",153,16294,29,172409,28,483,5,701,13,811
691,"indiana","dekalb",135,16035,16,738,84,1857,10,620,7,89
692,"indiana","delaware",87,2709,28,12092,73,2533,5,135,24,466
693,"indiana","dubois",310,20220,29,35280,34,-47,1,-47,12,275
694,"indiana","elkhart",582,47166,79,62450,404,876309,105,11241510,159,6010
695,"indiana","fayette",91,2004,8,128,21,311,NA,NA,11,429
696,"indiana","floyd",78,1424,11,64,36,1617,4,620,7,223
697,"indiana","fountain",109,3336,13,-47,17,304,NA,NA,6,302
698,"indiana","franklin",304,9582,16,14062,51,1215,6,59,16,750
699,"indiana","fulton",156,14204,32,31756,64,-47,8,265,27,877
700,"indiana","gibson",91,7511,15,28460,26,1623,9,800,14,274
701,"indiana","grant",54,2008,10,25960,28,921,1,-47,11,548
702,"indiana","greene",315,10406,15,-47,69,1415,13,2210,43,766
703,"indiana","hamilton",47,NA,15,655,68,1692,NA,NA,31,1006
704,"indiana","hancock",122,2926,25,94447,54,3169,10,31650,31,756
705,"indiana","harrison",406,16417,22,114,100,2456,5,3187010,33,1228
706,"indiana","hendricks",117,1972,18,21905,98,3392,20,1611,29,1258
707,"indiana","henry",144,10051,17,26124,56,2324,8,373,15,1017
708,"indiana","howard",68,1478,24,-47,44,792,NA,NA,22,344
709,"indiana","huntington",111,11839,20,68712,41,647493,3,28,9,307
710,"indiana","jackson",213,8176,21,43795,43,-47,3,197,17,484
711,"indiana","jasper",106,55021,42,176774,43,872,1,-47,11,257
712,"indiana","jay",189,16934,76,251476,57,9755139,6,-47,39,1171
713,"indiana","jefferson",232,6297,23,672,93,1908,4,3200,33,1248
714,"indiana","jennings",158,4537,9,8435,42,-47,4,4010,7,150
715,"indiana","johnson",98,2460,16,1105,62,1406,4,533,36,1006
716,"indiana","knox",86,3782,24,41471,18,412,NA,NA,8,48
717,"indiana","kosciusko",246,21426,55,116917,138,-47,31,3455426,51,1140
718,"indiana","lagrange",911,49325,104,40949,576,1812022,126,12088804,291,10616
719,"indiana","lake",38,1230,3,163,46,1452,1,-47,25,996
720,"indiana","laporte",111,9463,8,6129,75,1779,4,162,35,1012
721,"indiana","lawrence",330,15296,20,69,102,2329,8,1878,37,1061
722,"indiana","madison",116,2837,22,1221,58,1911,9,-47,23,591
723,"indiana","marion",14,287,NA,NA,35,1842,2,-47,16,615
724,"indiana","marshall",227,23878,48,7270,106,71894,22,1774963,37,755
725,"indiana","martin",81,3691,8,54922,13,234,NA,NA,3,-47
726,"indiana","miami",110,5698,34,228750,56,2204,NA,NA,7,260
727,"indiana","monroe",144,5036,16,449,68,1184,2,-47,14,918
728,"indiana","montgomery",131,4123,11,-47,74,2320,6,202,26,1011
729,"indiana","morgan",136,3947,36,13643,68,1618,4,41,24,297
730,"indiana","newton",45,NA,10,55694,12,-47,NA,NA,4,163
731,"indiana","noble",235,13404,42,45182,167,119480,30,2145907,55,1594
732,"indiana","ohio",71,1605,1,-47,10,166,NA,NA,3,20
733,"indiana","orange",188,8564,25,-47,39,-47,3,-47,25,836
734,"indiana","owen",164,4550,18,208,67,1478,6,186,27,578
735,"indiana","parke",211,8372,38,309,94,59981,13,866,57,1994
736,"indiana","perry",215,8407,7,17783,35,667,NA,NA,23,334
737,"indiana","pike",50,NA,7,6868,4,72,NA,NA,3,41
738,"indiana","porter",85,2043,23,383,72,1540,5,214,21,247
739,"indiana","posey",60,1464,4,6560,23,400,NA,NA,12,170
