st_co,CRCT_ST_CO,GEOID,DRY1997NUM,DRY1997CAL,HOG1997NUM,HOG1997CAL,BRL1997NUM,BRL1997CAL,LAY1997NUM,LAY1997CAL,ALL1997AU,COW2002NUM,COW2002CAL,DRY2002NUM,DRY2002CAL,HOG2002NUM,HOG2002CAL,BRL2002NUM,BRL2002CAL,LAY2002NUM,LAY2002CAL,ALL2002AU,COW2007NUM,COW2007CAL,DRY2007NUM,DRY2007CAL,HOG2007NUM,HOG2007CAL,BRL2007NUM,BRL2007CAL,LAY2007NUM,LAY2007CAL,ALL2007AU,COW2012NUM,COW2012CAL,DRY2012NUM,DRY2012CAL,HOG2012NUM,HOG2012CAL,BRL2012NUM,BRL2012CAL,LAY2012NUM,LAY2012CAL,ALL2012AU,COW2017FAC,COW2017NUM,COW2017CALC,DRY2017FAC,DRY2017NUM,DRY2017CAL,HOG2017FAC,HOG2017NUM,HOG2017CAL,BRL2017FAC,BRL2017NUM ,BRL2017CAL,LAY2017FAC,LAY2017NUM,LAY2017CAL,ALL2017AU
Arkansas_Calhoun,Arkansas_Calhoun,5013, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Arkansas_Carroll,Arkansas_Carroll,5015, ,N,3608,Y,1704490,Y,598000,Y,6538.758, ,N, ,N, ,N,2477548,Y,594787,Y,7824, ,N, ,N, ,N,3174934,Y,722081,Y,9866,,N,,N,,N,3847828,Y,522792,Y,10548,,,,,,,,,,18,2814303.551,y,1,782024.75,y,9319.566812
Arkansas_Chicot,Arkansas_Chicot,5017, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Arkansas_Clark,Arkansas_Clark,5019, ,N,3496,N,426123,Y, ,N,1322.0306, ,N, ,N,4830,Y, ,N, ,N,531, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Arkansas_Clay,Arkansas_Clay,5021, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,9,1407151.775,y,,,,3095.733906
Arkansas_Cleburne,Arkansas_Cleburne,5023, ,N,3608,Y,994286,Y, ,N,2584.3092, ,N, ,N, ,N,1748858,Y, ,N,3844, ,N, ,N, ,N,952480,Y,722081,Y,4981,,N,,N,,N,855073,Y,522792,Y,3970,,,,,,,,,,5,781750.9864,y,,,,1719.85217
Arkansas_Cleveland,Arkansas_Cleveland,5025, ,N, ,N,2272653,Y, ,N,4999.8366, ,N, ,N, ,N,3497715,Y, ,N,7687, ,N, ,N, ,N,8254827,Y, ,N,18142,,N,,N,,N,4560389,Y,,N,10023,,,,,,,,,,28,4377805.524,y,,,,9631.172152
Arkansas_Columbia,Arkansas_Columbia,5027, ,N, ,N,1420408,Y, ,N,3124.8976, ,N, ,N, ,N,1894596,Y, ,N,4164, ,N, ,N, ,N,1904960,Y, ,N,4187,,N,,N,,N,1567634,Y,,N,3445,,,,,,,,,,11,1719852.17,y,,,,3783.674774
Arkansas_Conway,Arkansas_Conway,5029, ,N,55734,N,426123,Y, ,N,7068.2106, ,N,963,Y,19318,Y,2186072,Y, ,N,8231.351351, ,N, ,N,25238,N,3174934,Y, ,N,9754,,N,,N,12500,N,5557974,Y,,N,13590,,,,,,,4,11976,n,32,5003206.313,y,,,,12324.41389
Arkansas_Craighead,Arkansas_Craighead,5031, ,N, ,N, ,N, ,N,0, ,N, ,N,4830,Y, ,N, ,N,531, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Arkansas_Crawford,Arkansas_Crawford,5033, ,N, ,N,284082,Y, ,N,624.9804, ,N, ,N, ,N,145738,Y, ,N,320, ,N, ,N, ,N,317493,Y, ,N,698,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Arkansas_Crittenden,Arkansas_Crittenden,5035, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Arkansas_Cross,Arkansas_Cross,5037, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Arkansas_Dallas,Arkansas_Dallas,5039, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Arkansas_Desha,Arkansas_Desha,5041, ,N, ,N,142041,Y, ,N,312.4902, ,N, ,N, ,N,145738,Y, ,N,320, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Arkansas_Drew,Arkansas_Drew,5043, ,N, ,N,142041,Y, ,N,312.4902, ,N, ,N, ,N,437214,Y, ,N,961, ,N, ,N, ,N,952480,Y, ,N,2093,,N,,N,,N,570049,Y,,N,1253,,,,,,,,,,2,312700.3945,y,,,,687.940868
Arkansas_Faulkner,Arkansas_Faulkner,5045, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N,574,Y, ,N, ,N, ,N,775.6756757,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Arkansas_Franklin,Arkansas_Franklin,5047, ,N,3608,Y,1136327,Y, ,N,2896.7994, ,N, ,N, ,N,728691,Y, ,N,1602, ,N, ,N,5551,Y,1269973,Y, ,N,3402,,N,,N,,N,2707731,Y,,N,5951,,,,,,,,,,20,3127003.945,y,,,,6879.40868
Arkansas_Fulton,Arkansas_Fulton,5049, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Arkansas_Garland,Arkansas_Garland,5051, ,N,7216,Y, ,N, ,N,793.76, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Arkansas_Grant,Arkansas_Grant,5053, ,N, ,N,142041,Y, ,N,312.4902, ,N, ,N, ,N,145738,Y, ,N,320, ,N, ,N, ,N,634987,Y, ,N,1396,,N,,N,,N,427536,Y,,N,940,,,,,,,,,,1,156350.1973,y,,,,343.970434
Arkansas_Greene,Arkansas_Greene,5055, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Arkansas_Hempstead,Arkansas_Hempstead,5057, ,N,43537,N,3124898,Y,598000,Y,14055.8456, ,N, ,N,9659,Y,5392311,Y,594787,Y,15293, ,N, ,N,11103,Y,5556134,Y, ,N,13432,,N,,N,4214,Y,5272950,Y,522792,Y,14144,,,,,,,5,12400,n,40,6254007.891,y,,,,15122.81736
Arkansas_Hot Spring,Arkansas_HotSpring,5059, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,3,469050.5918,y,,,,1031.911302
Arkansas_Howard,Arkansas_Howard,5061, ,N,69493,N,994286,Y, ,N,9831.6592, ,N, ,N,24119,N,1457381,Y, ,N,5856, ,N, ,N,36766,N,3492427,Y, ,N,11721,,N,,N,16145,N,2850243,Y,,N,8040,,,,,,,8,18957,n,25,3908754.932,y,,,,10684.53085
Arkansas_Independence,Arkansas_Independence,5063, ,N, ,N,1562449,Y, ,N,3437.3878, ,N, ,N, ,N,1748858,Y, ,N,3844, ,N, ,N, ,N,1904960,Y, ,N,4187,,N,,N,,N,1710146,Y,,N,3759,,,,,,,,,,23,3596054.537,y,,,,7911.319982
Arkansas_Izard,Arkansas_Izard,5065, ,N,3608,Y,426123,Y, ,N,1334.3506, ,N, ,N,4830,Y,291476,Y, ,N,1172, ,N, ,N,5551,Y,793733,Y, ,N,2355,,N,,N,2107,Y,997585,Y,,N,2424,,,,,,,1,3569.2,y,14,2188902.762,y,,,,5208.198076
Arkansas_Jackson,Arkansas_Jackson,5067, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Arkansas_Jefferson,Arkansas_Jefferson,5069, ,N, ,N,426123,Y, ,N,937.4706, ,N, ,N, ,N,437214,Y, ,N,961, ,N, ,N, ,N,952480,Y, ,N,2093,,N,,N,,N,712561,Y,,N,1566,,,,,,,,,,4,625400.7891,y,,,,1375.881736
Arkansas_Johnson,Arkansas_Johnson,5071, ,N,11650,N,1846531,Y, ,N,5343.8682, ,N, ,N,10400,N,3206239,Y, ,N,8191, ,N, ,N, ,N,4603654,Y, ,N,10118,,N,,N,2107,Y,3277780,Y,,N,7436,,,,,,,,,,13,2032552.565,y,,,,4471.615642
Arkansas_Lafayette,Arkansas_Lafayette,5073, ,N, ,N,2272653,Y, ,N,4999.8366, ,N, ,N, ,N,3643453,Y, ,N,8008, ,N, ,N, ,N,2857440,Y, ,N,6280,,N,,N,,N,2422707,Y,,N,5325,,,,,,,,,,13,2032552.565,y,,,,4471.615642
Arkansas_Lawrence,Arkansas_Lawrence,5075, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N,317493,Y, ,N,698,,N,,N,,N,427536,Y,,N,940,,,,,,,,,,12,1876202.367,y,,,,4127.645208
Arkansas_Lee,Arkansas_Lee,5077, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Arkansas_Lincoln,Arkansas_Lincoln,5079, ,N,3608,Y,2840817,Y, ,N,6646.6774, ,N, ,N,4830,Y,3351977,Y, ,N,7898, ,N, ,N,5551,Y,6667360,Y, ,N,15265,,N,,N,2107,Y,4560389,Y,,N,10255,,,,,,,1,3569.2,y,14,2188902.762,y,,,,5208.198076
Arkansas_Little River,Arkansas_LittleRiver,5081, ,N,15879,N,142041,Y, ,N,2059.1802, ,N, ,N,4830,Y,874429,Y, ,N,2453, ,N, ,N,5551,Y,2222453,Y, ,N,5496,,N,,N,,N,1852658,Y,,N,4072,,,,,,,,,,6,938101.1836,y,,,,2063.822604
Arkansas_Logan,Arkansas_Logan,5083, ,N,21502,N,1704490,Y, ,N,6115.098, ,N,963,Y,4830,Y,4080668,Y, ,N,10801.35135, ,N, ,N,5551,Y,5079894,Y, ,N,11776,,N,,N,,N,4987925,Y,,N,10962,,,,,,,,,,41,6410358.088,y,,,,14102.78779
Arkansas_Lonoke,Arkansas_Lonoke,5085, ,N, ,N,284082,Y, ,N,624.9804, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N,476240,Y, ,N,1047,,N,,N,,N,285024,Y,,N,626,,,,,,,,,,,,,,,,0
Arkansas_Madison,Arkansas_Madison,5087, ,N,45900,N,1988572,Y, ,N,9423.8584, ,N, ,N,4830,Y,3206239,Y, ,N,7578, ,N, ,N, ,N,4921147,Y, ,N,10816,,N,,N,,N,4702901,Y,,N,10336,,,,,,,,,,48,7504809.469,y,,,,16510.58083
Arkansas_Marion,Arkansas_Marion,5089, ,N, ,N,284082,Y, ,N,624.9804, ,N, ,N, ,N,145738,Y, ,N,320, ,N, ,N, ,N,476240,Y, ,N,1047,,N,,N,,N,285024,Y,,N,626,,,,,,,,,,,,,,,,0
Arkansas_Miller,Arkansas_Miller,5091, ,N, ,N,710204,Y, ,N,1562.4488, ,N, ,N, ,N,728691,Y, ,N,1602, ,N, ,N, ,N,634987,Y, ,N,1396,,N,,N,,N,142512,Y,,N,313,,,,,,,,,,1,156350.1973,y,,,,343.970434
Arkansas_Mississippi,Arkansas_Mississippi,5093, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Arkansas_Monroe,Arkansas_Monroe,5095, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Arkansas_Montgomery,Arkansas_Montgomery,5097, ,N,13580,N,284082,Y, ,N,2118.7804, ,N, ,N,6789,N,728691,Y, ,N,2349, ,N, ,N,7129,N,952480,Y, ,N,2877,,N,,N,4214,Y,712561,Y,,N,2030,,,,,,,4,5900,n,2,312700.3945,y,,,,1336.940868
Arkansas_Nevada,Arkansas_Nevada,5099, ,N, ,N,994286,Y, ,N,2187.4292, ,N, ,N, ,N,874429,Y, ,N,1922, ,N, ,N, ,N,1746213,Y, ,N,3838,,N,,N,,N,1282609,Y,,N,2819,,,,,,,,,,10,1563501.973,y,,,,3439.70434
Arkansas_Newton,Arkansas_Newton,5101, ,N,4368,N,284082,Y, ,N,1105.4604, ,N, ,N, ,N,145738,Y, ,N,320, ,N, ,N, ,N,158747,Y, ,N,349,,N,,N,,N,142512,Y,,N,313,,,,,,,2,7138.4,y,1,156350.1973,y,,,,1129.194434
Arkansas_Ouachita,Arkansas_Ouachita,5103, ,N, ,N,142041,Y, ,N,312.4902, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N,952480,Y, ,N,2093,,N,,N,,N,997585,Y,,N,2192,,,,,,,,,,2,312700.3945,y,,,,687.940868
Arkansas_Perry,Arkansas_Perry,5105, ,N,8066,N,710204,Y, ,N,2449.7088, ,N, ,N,9659,Y,874429,Y, ,N,2985, ,N, ,N,11103,Y,634987,Y, ,N,2617,,N,,N,,N,142512,Y,,N,313,,,,,,,,,,1,156350.1973,y,,,,343.970434
Arkansas_Phillips,Arkansas_Phillips,5107, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Arkansas_Pike,Arkansas_Pike,5109, ,N,27535,N, ,N, ,N,3028.85, ,N, ,N,11588,N,437214,Y, ,N,2236,538,Y, ,N,23663,N,476240,Y, ,N,4121.929825,,N,,N,3145,N,427536,Y,,N,1286,,,,,,,2,7138.4,y,7,1094451.381,y,,,,3193.017038
Arkansas_Poinsett,Arkansas_Poinsett,5111, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Arkansas_Polk,Arkansas_Polk,5113, ,N,42142,N,284082,Y, ,N,5260.6004, ,N, ,N,6403,N,437214,Y, ,N,1665, ,N, ,N,12910,N,4444907,Y, ,N,11189,,N,,N,2107,Y,2850243,Y,,N,6496,,,,,,,1,3569.2,y,24,3752404.735,y,,,,8647.902416
Arkansas_Pope,Arkansas_Pope,5115, ,N,67957,N,852245,Y, ,N,9350.209, ,N, ,N,16691,N,1603120,Y, ,N,5359, ,N, ,N,16350,N,3492427,Y, ,N,9475,,N,,N,5750,N,2850243,Y,,N,6897,,,,,,,1,3569.2,y,27,4221455.326,y,,,,9679.813718
Arkansas_Prairie,Arkansas_Prairie,5117, ,N,3608,Y, ,N, ,N,396.88, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Arkansas_Pulaski,Arkansas_Pulaski,5119, ,N, ,N,284082,Y, ,N,624.9804, ,N, ,N, ,N,291476,Y, ,N,641, ,N, ,N, ,N,476240,Y, ,N,1047,,N,,N,,N,570049,Y,,N,1253,,,,,,,,,,,,,,,,0
Arkansas_Randolph,Arkansas_Randolph,5121, ,N, ,N,142041,Y, ,N,312.4902, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N,158747,Y, ,N,349,,N,,N,,N,285024,Y,,N,626,,,,,,,,,,21,3283354.143,y,,,,7223.379114
Arkansas_Saline,Arkansas_Saline,5125, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Arkansas_Scott,Arkansas_Scott,5127, ,N,3608,Y,1846531,Y, ,N,4459.2482, ,N, ,N, ,N,3060501,Y, ,N,6726, ,N, ,N, ,N,3492427,Y, ,N,7676,,N,,N,,N,3420292,Y,,N,7517,,,,,,,,,,18,2814303.551,y,,,,6191.467812
Arkansas_Searcy,Arkansas_Searcy,5129, ,N,3608,Y, ,N, ,N,396.88, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Arkansas_Sebastian,Arkansas_Sebastian,5131, ,N,3608,Y,284082,Y, ,N,1021.8604, ,N, ,N, ,N,1165905,Y, ,N,2562, ,N, ,N, ,N,2381200,Y, ,N,5233,,N,,N,,N,2850243,Y,,N,6264,,,,,,,,,,23,3596054.537,y,,,,7911.319982
Arkansas_Sevier,Arkansas_Sevier,5133, ,N,89648,N,2556735,Y, ,N,15486.097, ,N, ,N,11110,N,2914763,Y, ,N,7628, ,N, ,N,20380,N,6508614,Y, ,N,16547,,N,,N,3370,N,4987925,Y,,N,11333,,,,,,,4,5470,n,53,8286560.456,y,,,,18832.133
Arkansas_Sharp,Arkansas_Sharp,5135, ,N, ,N,852245,Y, ,N,1874.939, ,N, ,N, ,N,728691,Y, ,N,1602, ,N, ,N, ,N,1428720,Y, ,N,3140,,N,,N,,N,2137682,Y,,N,4698,,,,,,,,,,32,5003206.313,y,,,,11007.05389
Arkansas_St. Francis,Arkansas_StFrancis,5123, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Arkansas_Stone,Arkansas_Stone,5137, ,N, ,N,994286,Y, ,N,2187.4292, ,N, ,N, ,N,728691,Y, ,N,1602, ,N, ,N, ,N,1269973,Y, ,N,2791,,N,,N,,N,712561,Y,,N,1566,,,,,,,,,,7,1094451.381,y,,,,2407.793038
Arkansas_Union,Arkansas_Union,5139, ,N, ,N,710204,Y, ,N,1562.4488, ,N, ,N, ,N,1894596,Y, ,N,4164, ,N, ,N, ,N,3492427,Y, ,N,7676,,N,,N,,N,1567634,Y,,N,3445,,,,,,,,,,3,469050.5918,y,,,,1031.911302
Arkansas_Van Buren,Arkansas_VanBuren,5141, ,N,9526,N, ,N, ,N,1047.86, ,N, ,N,9659,Y, ,N, ,N,1063, ,N, ,N,11103,Y, ,N, ,N,1221,,N,,N,4214,Y,427536,Y,,N,1403,,,,,,,,,,2,312700.3945,y,,,,687.940868
Arkansas_Washington,Arkansas_Washington,5143, ,N,79481,N,7812246,Y,1794001,Y,33105.8552, ,N, ,N,54600,N,10055932,Y,1189574,Y,32866, ,N, ,N,16654,Y,14128454,Y,722081,Y,35772,,N,,N,2107,Y,11258460,Y,522792,Y,27067,,,,,,,1,3569.2,y,82,12820716.18,y,,,,28598.18759
Arkansas_White,Arkansas_White,5145, ,N, ,N,284082,Y, ,N,624.9804,2638,Y, ,N,4830,Y,291476,Y, ,N,3486.035088, ,N, ,N, ,N,952480,Y,722081,Y,4981,,N,,N,,N,427536,Y,522792,Y,3031,,,,,,,,,,12,1876202.367,y,1,782024.75,y,7255.744208
Arkansas_Woodruff,Arkansas_Woodruff,5147, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Arkansas_Yell,Arkansas_Yell,5149, ,N,48807,N,2130613,Y, ,N,10056.1186, ,N, ,N,9659,Y,2914763,Y, ,N,7469, ,N, ,N,13500,N,4603654,Y, ,N,11603,,N,,N,9397,N,4845413,Y,,N,11683,,,,,,,5,18100,n,42,6566708.285,y,,,,16437.75823
California_Alameda,California_Alameda,6001, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
California_Alpine,California_Alpine,6003, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
California_Amador,California_Amador,6005, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
California_Butte,California_Butte,6007, ,N,5060,Y, ,N, ,N,556.6, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,10965,Y,,N,,N,1206,,,,,,,1,12824.8,y,,,,,,,1410.728
California_Calaveras,California_Calaveras,6009, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
California_Colusa,California_Colusa,6011, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
California_Contra Costa,California_ContraCosta,6013,1085,Y, ,N, ,N, ,N,146.475, ,N,1261,Y, ,N, ,N, ,N,1704, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
California_Del Norte,California_DelNorte,6015,2170,Y, ,N, ,N, ,N,292.95, ,N,2521,Y, ,N, ,N, ,N,3407, ,N,4919,N, ,N, ,N, ,N,6647,,N,4376,Y,,N,,N,,N,5914,,,,2,3719.066667,y,,,,,,,,,,4890.572667
California_El Dorado,California_ElDorado,6017, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
California_Fresno,California_Fresno,6019,63256,N,5060,Y,23618944,Y,397080,Y,62646.1568,35154,Y,78757,N,12659,Y,12769344,Y,482642,Y,168653,54677,Y,108257,N,11921,Y,15584997,Y, ,N,229819,39475,Y,109195,N,10965,Y,17877062,Y,,N,222684,4,43158.54545,y,47,99739,n,1,12824.8,y,7,11975025.02,y,1,476581.9286,y,198668.9401
California_Glenn,California_Glenn,6021,6875,N,5060,Y, ,N, ,N,1484.725, ,N,9550,N, ,N, ,N, ,N,12905, ,N,13904,N, ,N, ,N, ,N,18789,,N,17820,N,,N,,N,,N,24081,,,,11,13380,n,,,,,,,,,,17594.7
California_Humboldt,California_Humboldt,6023,2830,N, ,N, ,N, ,N,382.05, ,N,3484,N, ,N, ,N, ,N,4708, ,N,5442,N, ,N, ,N, ,N,7354,,N,4800,N,,N,,N,,N,6486,,,,5,4750,n,,,,,,,,,,6246.25
California_Imperial,California_Imperial,6025,1085,Y, ,N, ,N, ,N,146.475,355024,N,2521,Y, ,N, ,N, ,N,314832,399043,N,9514,N, ,N, ,N, ,N,362895,340548,N,2188,Y,,N,,N,,N,301683,10,370435,n,2,3719.066667,y,,,,,,,,,,329762.0677
California_Inyo,California_Inyo,6027, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
California_Kern,California_Kern,6029,42558,N, ,N, ,N,397080,Y,7333.65,23436,Y,74206,N, ,N, ,N,965284,Y,124697,21871,Y,124278,N, ,N, ,N,1064996,Y,191388,39475,Y,128302,N,,N,,N,581491,Y,210334,6,19552,n,35,116577,n,,,,,,,2,953163.8571,y,174258.5144
California_Kings,California_Kings,6031,91878,N,5060,Y,4350858,Y,397080,Y,24120.3376, ,N,127280,N, ,N,1276934,Y,482642,Y,176737,21871,Y,155376,N, ,N,1416818,Y,532498,Y,234397,19737,Y,165623,N,,N,1787706,Y,,N,245057,1,10789.63636,y,90,171302,n,,,,1,1710717.861,y,,,,238488.2204
California_Lake,California_Lake,6033, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
California_Lassen,California_Lassen,6035, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
California_Los Angeles,California_LosAngeles,6037,1085,Y, ,N,621551,Y, ,N,1513.8872, ,N,1261,Y, ,N, ,N, ,N,1704, ,N,1201,Y, ,N,1416818,Y,532498,Y,6867,,N,2188,Y,,N,,N,,N,2957,,,,1,1859.533333,y,,,,,,,,,,2445.286333
California_Madera,California_Madera,6039,19629,N, ,N,1864653,Y, ,N,6752.1516,11718,Y,42152,N, ,N,5107737,Y,482642,Y,80398,10935,Y,72951,N, ,N,2833636,Y, ,N,114402,,N,59077,Y,,N,1787706,Y,,N,83763,,,,27,66025,n,,,,,,,,,,86822.875
California_Marin,California_Marin,6041,4475,N, ,N, ,N, ,N,604.125, ,N,3505,N, ,N, ,N, ,N,4736, ,N,4025,N, ,N, ,N, ,N,5439,,N,3800,N,,N,,N,,N,5135,,,,11,6152,n,,,,,,,,,,8089.88
California_Mariposa,California_Mariposa,6043, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
California_Mendocino,California_Mendocino,6045,1085,Y, ,N, ,N, ,N,146.475, ,N,2521,Y, ,N, ,N, ,N,3407, ,N,2025,N, ,N, ,N, ,N,2736,,N,2188,Y,,N,,N,,N,2957,,,,1,1859.533333,y,,,,,,,,,,2445.286333
California_Merced,California_Merced,6047,138736,N,10121,Y,1864653,Y,3573722,Y,38239.7946, ,N,183679,N,12659,Y,2553869,Y,2895853,Y,266804, ,N,239927,N,11921,Y,7084090,Y,2662491,Y,351756,,N,268656,N,,N,5363119,Y,3488943,Y,388791,,,,158,262712,n,,,,5,8553589.303,y,7,3336073.5,y,377628.4705
California_Modoc,California_Modoc,6049, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
California_Mono,California_Mono,6051, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
California_Monterey,California_Monterey,6053,2486,N, ,N, ,N, ,N,335.61,11718,Y,1261,Y, ,N, ,N, ,N,11983,10935,Y,2401,Y, ,N, ,N, ,N,12837,,N,2188,Y,,N,,N,,N,2957,,,,1,1859.533333,y,,,,,,,,,,2445.286333
California_Napa,California_Napa,6055, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
California_Nevada,California_Nevada,6057, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
